,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C109,772.2,372.7,351.4,1795.7,361.7,251.6,634.4,2261.4,550.7,1028.1,1073.2,727.0,332.8,685.3,759.3,662.0,819.2,660.9,1202.7,730.7,950.1,353.2,2392.9,701.0,803.7,382.8,778.3,778.1,1071.7,833.0,919.8,2024.2,619.7,971.1,983.2,946.0,1657.9,325.8,981.9,391.7,377.7,862.0,1167.4,912.2,670.8,737.7,2435.6,1164.1,1751.6,2026.8,431.7,514.0,673.9,682.6,2149.2,1150.4,899.9,883.0,1826.9,1518.0,635.3,968.5,1749.8,502.9,804.4,715.2,1438.4,1283.4,830.5,1132.2,1062.9,1793.9,406.4,778.5,1045.0,747.6,731.1,642.0,761.0,1298.7,358.2,659.8,667.5,307.3,651.6,1764.1,486.6,1065.0,345.1,1697.1,885.5,369.5,1569.4,1691.0,683.6,1025.0,773.3,428.9,733.9,588.1,417.5,1658.6,1741.6,1676.4,2137.4,471.6,662.9,721.4,215.4,0.0,566.3,1017.6,452.2,287.8,981.6,479.1,1354.4,1251.7,295.5,500.0,1804.5,583.2,629.1,1755.7,185.5,1749.0,408.6,194.4,1614.1,1668.0,587.9,232.9,155.5,1081.0,677.4,948.1,490.3,1578.2,1665.3,605.2,353.5,777.4,396.6,450.3,749.0,586.0,241.4,1289.0,423.5,1107.0,508.6,1307.8,623.8,674.9,1719.0,576.8,1393.3,1638.4,763.6,1759.8,919.7,971.5,2122.2,70.0,641.9,2572.7,141.6,452.1,556.4,199.5,348.1,736.9,1798.1,922.1,1785.8,628.3,1683.3,2319.9,934.3,694.5,777.1
C110,714.1,220.8,744.7,1737.8,755.0,315.0,971.0,2379.7,550.3,1260.5,1133.0,1089.3,726.1,684.9,918.1,610.2,761.1,729.1,1422.7,413.9,892.0,669.9,2511.2,883.4,793.9,702.6,720.2,720.0,1212.9,824.0,1153.9,1966.3,1003.9,1225.6,1237.7,937.0,1776.2,719.1,947.5,601.9,756.2,809.1,1330.0,854.1,612.7,720.2,2553.9,1232.5,1869.9,2145.1,410.7,260.9,607.9,624.5,2091.3,1218.8,895.4,824.9,1945.2,1460.1,634.9,910.4,1868.1,571.1,526.4,944.5,1380.5,1225.3,772.4,1074.1,894.8,1736.0,630.7,720.4,1186.2,689.5,730.7,880.0,747.9,1367.1,311.0,764.5,661.4,685.8,593.5,1706.2,220.7,1319.5,541.2,1815.4,827.4,762.8,1687.7,1809.3,366.8,1279.5,715.2,175.8,703.4,637.9,709.4,1776.9,1683.7,1794.7,2255.7,864.9,662.5,938.3,321.3,393.3,0.0,959.5,780.8,666.3,1236.1,300.8,1296.3,1450.7,254.4,263.4,1922.8,582.8,330.4,1697.8,537.6,1691.1,466.6,566.2,1732.4,1786.3,637.7,626.2,387.9,1335.5,378.7,1202.6,868.8,1696.5,1607.4,998.5,573.7,933.6,541.8,843.6,1026.8,585.6,547.3,1332.1,402.5,1361.5,787.1,1249.7,692.0,616.8,1661.1,626.6,1335.4,1756.7,734.2,1701.9,1174.2,1226.0,2064.3,448.5,641.5,2691.0,512.4,184.1,718.6,592.8,381.8,678.8,1740.2,1176.6,1727.9,863.1,1625.4,2438.2,1188.8,377.7,609.0
C111,361.3,992.5,1164.8,1522.1,1175.1,928.4,984.3,1453.9,642.8,360.5,223.9,927.0,1146.2,522.3,574.5,562.9,282.3,637.1,993.9,961.0,181.4,1015.9,1585.4,560.5,361.8,947.2,373.7,492.2,303.8,432.4,613.5,1750.6,1074.6,399.7,472.9,457.3,850.4,1139.2,254.0,946.9,1089.2,354.1,420.9,215.9,567.4,410.3,1628.1,323.4,944.1,1219.3,1145.4,988.6,1312.2,454.5,1875.6,309.7,292.2,143.9,1019.4,1244.4,763.1,77.7,942.3,732.3,883.5,664.7,1164.8,299.5,239.0,247.3,1104.7,1520.3,985.7,424.7,277.1,398.4,811.1,640.3,485.9,458.0,809.1,605.3,795.3,1017.8,587.0,1490.5,919.3,516.5,1158.5,889.6,177.2,1182.9,761.9,883.5,913.9,476.5,382.2,984.9,352.0,795.7,843.6,851.1,1468.0,868.9,1329.9,1285.0,581.5,658.5,934.7,813.4,809.1,0.0,911.0,1101.2,458.2,1028.5,370.5,541.6,871.1,719.1,997.0,712.7,859.4,1482.1,998.9,1475.4,1205.4,1007.8,806.6,860.5,782.0,1046.3,968.9,539.9,907.7,525.8,1137.2,770.7,1391.7,1418.6,881.2,595.3,1210.0,1261.1,850.0,715.6,1030.1,406.3,808.8,629.1,804.2,323.9,577.4,478.7,1445.4,738.7,1119.7,830.9,882.5,1486.2,489.1,466.3,1848.6,883.4,586.4,1765.2,955.0,993.2,722.3,1012.9,776.4,473.5,1524.5,496.4,1512.2,738.2,1409.7,1512.4,598.9,924.8,818.9
C112,880.3,640.4,389.1,1973.6,506.0,519.3,299.2,1930.4,728.6,697.1,760.7,398.0,330.5,863.2,487.7,839.9,929.2,455.4,871.7,908.6,944.2,204.5,2061.9,441.4,681.2,181.0,897.5,956.0,740.7,1010.9,588.8,2202.1,322.5,640.1,652.2,1123.9,1326.9,363.5,1151.4,237.5,197.4,1039.9,836.4,1017.4,848.7,787.8,2104.6,887.6,1420.6,1695.8,699.4,781.7,808.7,837.2,2327.1,873.9,753.4,890.6,1495.9,1695.9,813.2,908.3,1418.8,687.0,982.3,447.6,1616.3,1117.1,843.5,1129.9,1240.8,1971.8,203.3,956.4,714.0,897.1,909.0,381.1,938.9,1022.2,513.3,404.2,845.4,130.9,829.5,1942.0,754.3,734.0,584.4,1366.1,893.1,367.2,1238.4,1360.0,861.5,694.0,830.1,696.6,772.3,514.7,160.4,1327.6,1919.5,1345.4,1806.4,551.7,840.8,453.8,483.1,471.4,756.7,950.0,0.0,301.4,650.6,746.8,1078.2,920.7,526.7,679.4,1473.5,761.1,807.0,1933.6,455.5,1926.9,647.9,398.8,1283.1,1337.0,501.0,377.2,423.2,750.0,855.3,617.1,226.2,1247.2,1843.2,685.3,263.5,520.3,635.9,421.6,434.8,763.9,335.2,1012.5,607.6,776.0,247.7,1141.5,591.2,852.8,1896.9,457.7,1571.2,1307.4,941.5,1937.7,588.7,640.5,2300.1,340.8,819.8,2241.7,335.6,719.8,330.7,343.8,440.4,914.8,1976.0,591.1,1963.7,371.2,1861.2,1988.9,603.3,872.4,955.0
C113,849.2,499.7,250.0,1872.7,381.0,378.6,469.9,2173.9,627.7,940.6,985.7,562.5,191.4,762.3,671.8,739.0,896.2,625.0,1115.2,807.7,1027.1,265.7,2305.4,613.5,850.8,295.3,855.3,855.1,984.2,910.0,818.7,2101.2,492.2,883.6,895.7,1023.0,1570.4,224.4,1058.9,404.2,213.2,939.0,1079.9,989.2,747.8,814.7,2348.1,1076.6,1664.1,1939.3,558.7,641.0,683.7,759.6,2226.2,1062.9,923.0,960.0,1739.4,1595.0,712.3,1045.5,1662.3,579.9,881.4,627.7,1515.4,1298.2,907.5,1209.2,1139.9,1870.9,318.9,855.5,957.5,824.6,808.1,554.5,838.0,1211.2,453.2,573.8,744.5,219.8,728.6,1841.1,613.6,977.5,453.2,1609.6,962.5,228.1,1481.9,1603.5,760.6,937.5,850.3,555.9,810.9,665.1,330.0,1571.1,1818.6,1588.9,2049.9,490.9,739.9,633.9,342.4,344.9,655.8,1094.6,364.7,0.0,894.1,606.1,1281.9,1164.2,387.9,582.1,1717.0,660.2,706.1,1832.7,314.8,1826.0,516.7,258.1,1526.6,1580.5,664.9,252.2,282.5,993.5,754.4,860.6,325.8,1490.7,1742.3,624.5,437.9,689.9,504.7,366.0,607.7,663.0,306.4,1201.5,500.5,1011.3,421.1,1322.6,700.8,751.9,1796.0,627.3,1470.3,1550.9,840.6,1836.8,832.2,884.0,2199.2,200.1,718.9,2485.2,257.4,579.1,500.3,218.8,440.5,813.9,1875.1,834.6,1862.8,540.8,1760.3,2232.4,846.8,771.5,854.1
C114,685.2,1117.6,911.2,1905.4,1002.0,1053.5,628.3,1419.0,966.7,184.2,249.3,571.0,885.5,857.0,356.4,850.7,618.8,677.7,700.2,1284.9,549.4,735.4,1550.5,362.6,538.7,659.4,697.6,834.7,229.3,834.3,257.5,2133.9,718.6,72.9,229.0,859.2,815.5,918.5,655.9,715.4,752.4,749.0,325.0,607.7,817.5,674.8,1593.2,376.2,909.2,1184.4,1254.4,1312.5,1363.7,742.0,2258.9,362.5,415.7,532.9,984.5,1627.7,1087.0,486.9,907.4,880.9,1207.4,394.4,1548.1,605.7,562.9,634.4,1428.6,1903.6,705.2,754.1,202.6,727.8,1098.9,442.4,859.5,510.8,934.2,537.3,1119.2,685.9,874.8,1873.8,1243.2,310.8,1139.4,854.7,528.1,922.2,727.0,848.6,1237.8,270.8,705.6,1153.4,647.8,737.0,623.0,816.2,1851.3,834.0,1295.0,1035.2,904.9,388.2,1038.1,946.5,1133.0,454.5,555.0,856.4,0.0,1301.8,566.8,409.3,996.2,1043.0,962.1,1005.4,1183.3,1865.4,1010.5,1858.7,1202.9,953.8,771.7,825.6,723.3,932.2,978.2,326.8,1231.6,186.4,781.2,735.8,1775.0,1168.8,715.8,472.3,1190.9,905.1,494.0,1018.5,856.9,501.1,970.0,345.3,584.1,630.1,639.6,815.2,1828.7,680.0,1503.0,796.0,1206.4,1869.5,112.9,139.8,2231.9,895.8,910.3,1730.3,890.6,1176.6,562.8,898.8,872.7,810.0,1907.8,103.5,1895.5,540.3,1793.0,1477.5,242.9,1248.7,1142.8
C115,806.0,262.1,764.1,1829.7,792.7,311.2,984.0,2471.6,604.1,1352.4,1224.9,1076.6,705.5,738.7,1024.9,702.1,853.0,835.9,1529.5,573.4,983.9,702.8,2603.1,990.2,885.8,732.4,812.1,811.9,1304.8,886.4,1260.7,2058.2,1006.3,1320.7,1332.8,999.4,1868.1,738.5,1035.3,675.9,727.3,901.0,1421.9,946.0,704.6,812.1,2645.8,1324.4,1961.8,2237.0,272.4,174.0,434.1,716.4,2183.2,1310.7,987.3,916.8,2037.1,1552.0,688.7,1002.3,1960.0,677.9,685.9,1051.3,1472.4,1317.2,864.3,1166.0,1054.3,1827.9,694.6,812.3,1278.1,781.4,784.5,967.2,814.4,1459.0,417.8,871.3,720.9,656.9,685.4,1798.1,147.2,1414.6,398.8,1907.3,919.3,742.2,1779.6,1901.2,526.3,1374.6,807.1,321.3,795.3,744.7,767.1,1868.8,1775.6,1886.6,2347.6,902.6,716.3,1045.1,292.4,436.7,372.7,1051.4,801.8,637.4,1331.2,0.0,1388.2,1542.6,371.8,480.0,2014.7,636.6,383.2,1789.7,491.3,1783.0,324.2,537.3,1824.3,1878.2,744.5,663.9,359.0,1430.6,431.5,1297.7,839.9,1788.4,1699.3,1036.2,637.7,1040.4,399.4,881.3,1090.8,639.4,562.1,1424.0,554.6,1456.6,851.1,1341.6,798.8,708.7,1753.0,733.4,1427.3,1848.6,817.0,1793.8,1269.3,1321.1,2156.2,419.6,695.3,2782.9,487.2,193.9,825.4,630.5,485.8,770.7,1832.1,1271.7,1819.8,941.7,1717.3,2530.1,1283.9,537.2,768.5
C116,697.9,1329.1,1388.0,1858.7,1478.8,1265.0,1105.1,1315.2,979.4,481.3,344.7,1047.8,1350.6,858.9,714.1,899.5,618.9,873.4,1133.5,1297.6,513.2,1155.5,1446.7,700.1,652.3,1086.8,710.3,828.8,424.6,769.0,734.3,2087.2,1195.4,520.5,514.1,793.9,711.7,1383.6,584.2,1086.5,1228.8,690.7,541.7,552.5,904.0,746.9,1489.4,200.2,805.4,1080.6,1482.0,1325.2,1648.8,791.1,2212.2,213.9,510.4,480.5,880.7,1581.0,1099.7,417.0,803.6,1058.5,1220.1,804.3,1501.4,150.2,575.6,422.5,1441.3,1856.9,1125.3,761.3,397.9,735.0,1147.7,779.9,822.5,382.8,1145.7,757.0,1131.9,1157.4,923.6,1827.1,1255.9,530.9,1495.1,750.9,513.8,1387.3,623.2,744.8,1250.5,525.1,718.8,1321.5,688.6,949.1,983.2,712.4,1804.6,730.2,1191.2,1512.0,918.1,798.1,1271.3,1150.0,1145.7,370.4,1031.8,1282.5,579.0,1365.1,0.0,434.8,1207.7,1055.7,858.3,1049.3,1196.0,1818.7,1335.5,1812.0,1542.0,1344.4,667.9,721.8,935.4,1358.3,1305.5,424.0,1244.3,578.4,1258.0,632.0,1728.3,1645.6,1027.2,734.9,1546.6,1381.9,970.8,1052.2,1277.0,182.3,1145.4,670.3,943.8,174.6,817.2,815.3,1782.0,892.1,1456.3,692.2,1219.1,1822.8,578.0,581.6,2185.2,1220.0,923.0,1626.5,1291.6,1329.8,861.9,1324.9,1113.0,810.1,1861.1,596.2,1848.8,877.8,1746.3,1373.7,676.8,1261.4,1155.5
C117,637.1,1268.3,1320.1,1797.9,1410.9,1204.2,1037.2,1259.8,918.6,454.5,317.9,979.9,1294.4,798.1,677.9,838.7,558.1,825.1,1097.3,1236.8,452.4,1119.3,1391.3,663.9,604.0,1050.6,649.5,768.0,397.8,708.2,666.4,2026.4,1127.5,452.6,528.6,733.1,656.3,1327.4,523.4,1050.3,1161.3,629.9,481.2,491.7,843.2,686.1,1434.0,173.4,750.0,1025.2,1421.2,1264.4,1588.0,730.3,2151.4,187.1,462.1,419.7,825.3,1520.2,1038.9,356.2,748.2,1008.1,1159.3,768.1,1440.6,196.4,514.8,361.7,1380.5,1796.1,1089.1,700.5,371.1,674.2,1086.9,743.7,761.7,356.0,1084.9,708.7,1071.1,1094.8,862.8,1766.3,1195.1,545.4,1434.3,695.5,453.0,1331.1,567.8,689.4,1189.7,536.8,658.0,1260.7,627.8,900.8,947.0,657.0,1743.8,674.8,1135.8,1444.1,857.3,761.9,1210.5,1089.2,1084.9,309.6,963.9,1246.3,511.1,1304.3,157.5,0.0,1146.9,994.9,802.9,988.5,1135.2,1757.9,1274.7,1751.2,1481.2,1283.6,612.5,666.4,887.1,1322.1,1244.7,438.5,1183.5,578.7,1190.1,576.6,1667.5,1577.7,984.6,698.7,1485.8,1314.0,902.9,991.4,1240.8,191.8,1084.6,684.8,907.6,220.8,768.9,754.5,1721.2,843.8,1395.5,636.8,1158.3,1762.0,542.0,519.2,2124.4,1159.2,862.2,1571.1,1230.8,1269.0,825.7,1288.7,1052.2,749.3,1800.3,549.3,1788.0,841.6,1685.5,1318.3,651.8,1200.6,1094.7
C118,644.0,142.0,490.3,1667.5,500.6,101.4,716.7,2302.2,422.5,1063.4,1003.3,834.9,471.7,557.1,704.4,533.8,691.0,529.6,1209.0,602.5,821.9,415.5,2433.7,669.7,672.4,448.2,650.1,649.9,1083.2,704.8,940.2,1896.0,749.6,1011.9,1024.0,817.8,1698.7,464.7,853.7,357.6,516.6,733.8,1200.3,784.0,542.6,606.4,2476.4,1094.2,1792.4,2067.6,318.4,400.7,668.2,554.4,2021.0,1080.5,768.6,754.8,1867.7,1389.8,507.1,840.3,1790.6,371.6,618.2,730.8,1310.2,1155.2,702.3,1004.0,934.7,1665.7,376.3,650.3,1056.5,619.4,602.9,648.9,632.8,1228.8,111.5,550.8,539.3,446.2,523.4,1635.9,373.3,1105.8,462.6,1737.9,757.3,508.4,1610.2,1731.8,555.4,1065.8,645.1,177.8,602.6,438.4,465.1,1699.4,1613.4,1717.2,2178.2,610.5,534.7,724.6,107.7,138.9,315.2,889.4,526.4,426.7,1022.4,365.8,1226.2,1292.5,0.0,253.3,1845.3,455.0,500.9,1627.5,324.0,1620.8,378.4,333.3,1654.9,1708.8,438.2,371.8,174.3,1121.8,549.2,988.9,625.4,1619.0,1537.1,744.1,319.4,719.9,463.2,589.2,772.5,457.8,292.9,1219.1,248.3,1147.8,532.8,1179.6,492.5,546.7,1590.8,427.1,1265.1,1679.2,635.4,1631.6,960.5,1012.3,1994.0,208.9,513.7,2613.5,258.0,201.0,504.9,338.4,156.7,608.7,1669.9,962.9,1657.6,623.4,1555.1,2360.7,975.1,566.3,648.9
C119,466.0,298.0,686.6,1489.7,696.9,314.8,864.1,2131.6,307.3,1012.4,884.9,982.6,668.0,441.3,756.3,362.1,513.0,572.3,1260.9,368.9,643.9,638.4,2263.1,721.6,545.8,616.9,472.1,471.9,964.8,575.9,992.1,1718.2,897.0,1000.3,1075.9,688.9,1528.1,661.0,699.4,495.0,712.9,561.0,1081.9,606.0,364.6,472.1,2305.8,984.4,1621.8,1897.0,515.8,419.1,742.7,376.4,1843.2,970.7,647.3,576.8,1697.1,1212.0,427.6,662.3,1620.0,404.7,380.2,782.7,1132.4,977.2,524.3,826.0,712.4,1487.9,599.2,472.3,938.1,441.4,545.3,718.2,499.8,1119.0,195.5,602.7,416.5,642.5,345.4,1458.1,349.8,1157.7,665.5,1567.3,579.3,704.7,1439.6,1561.2,321.8,1117.7,467.1,296.9,455.3,476.1,602.5,1528.8,1435.6,1546.6,2007.6,806.8,431.2,776.5,321.1,335.2,239.6,711.4,692.2,623.0,1021.2,459.0,1048.2,1202.6,257.5,0.0,1674.7,377.3,289.9,1449.7,520.7,1443.0,590.9,529.6,1484.3,1538.2,475.9,568.1,387.7,1173.7,338.2,1040.8,825.5,1448.4,1359.3,940.4,466.8,771.8,666.1,785.5,919.9,380.1,540.1,1084.0,234.8,1199.7,675.8,1001.6,556.4,368.7,1413.0,464.8,1087.3,1508.6,490.2,1453.8,1012.4,1064.2,1816.2,405.2,478.8,2442.9,476.8,359.6,556.8,534.7,274.9,430.7,1492.1,1014.8,1479.8,701.3,1377.3,2190.1,1027.0,332.7,426.6
C120,1316.3,1947.5,1751.1,1914.5,1841.9,1883.4,1468.2,938.2,1597.8,942.9,937.9,1410.9,1725.4,1477.3,1196.3,1517.9,1237.3,1516.5,1525.8,1916.0,1131.6,1575.3,1069.7,1202.5,1295.4,1499.3,1328.7,1447.2,917.9,1387.4,1097.4,2705.6,1558.5,883.6,905.8,1412.3,211.3,1758.4,1202.6,1555.3,1592.3,1309.1,912.2,1170.9,1522.4,1365.3,1112.4,901.8,544.5,951.8,2094.3,1943.6,2203.6,1409.5,2830.6,915.5,1148.0,1098.9,380.5,2199.4,1718.1,1035.4,249.5,1687.3,1838.5,1234.3,2119.8,931.6,1194.0,1040.9,2059.7,2475.3,1545.1,1379.7,891.2,1353.4,1766.1,1282.3,1440.9,1084.4,1764.1,1377.2,1750.3,1525.8,1542.0,2445.5,1874.3,922.6,1979.3,180.6,1132.2,1762.1,319.4,157.7,1868.9,916.8,1337.2,1939.9,1307.0,1585.9,1462.9,583.6,2423.0,332.4,814.2,1875.1,1536.5,1228.1,1878.0,1768.4,1764.1,988.8,1394.9,1696.3,942.1,1983.5,892.7,735.2,1826.1,1674.1,0.0,1667.7,1814.4,2437.1,1850.4,2430.4,2042.8,1793.7,364.1,199.5,1572.2,1772.1,1818.1,815.7,1862.7,970.1,1621.1,289.2,1979.7,2008.7,1555.7,1312.2,2030.8,1745.0,1333.9,1670.6,1696.8,829.0,1763.8,1062.0,1424.0,956.0,1460.3,1433.7,1896.7,1528.9,2074.7,563.4,1837.5,2441.2,969.7,950.2,2803.6,1735.7,1541.4,1249.5,1730.5,1948.2,1402.7,1738.7,1712.6,1428.5,1912.1,980.3,2467.2,1380.2,1968.0,996.7,1068.5,1879.8,1773.9
C121,444.4,538.7,711.0,1388.7,721.3,474.6,885.6,2110.0,93.8,974.5,863.3,1004.1,692.4,278.3,807.1,199.8,490.1,580.2,1261.9,509.2,622.3,662.8,2241.5,793.1,524.2,638.4,450.5,422.0,943.2,426.0,993.1,1617.2,918.5,962.4,1096.1,539.0,1506.5,685.4,574.9,516.5,737.3,455.0,1060.3,584.4,344.4,387.3,2284.2,962.8,1600.2,1875.4,691.6,536.8,860.4,263.8,1742.2,949.1,625.7,555.2,1675.5,1111.0,199.2,640.7,1598.4,412.5,405.6,864.8,1031.4,955.6,502.7,739.2,626.8,1386.9,623.6,449.4,916.5,383.2,239.4,800.3,354.0,1097.4,355.3,684.8,231.4,666.9,180.5,1357.1,467.5,1155.9,704.7,1545.7,557.7,729.1,1418.0,1539.6,462.1,1115.9,378.1,533.1,433.7,558.2,624.0,1507.2,1334.6,1525.0,1986.0,831.2,200.8,858.6,480.9,359.6,357.3,689.8,713.7,647.4,977.3,576.7,1026.6,1181.0,417.3,435.1,1653.1,0.0,407.6,1348.7,545.1,1342.0,751.6,554.0,1462.7,1516.6,558.0,592.5,515.1,1179.3,455.9,1061.0,849.9,1426.8,1258.3,964.8,488.3,827.9,756.2,809.9,941.4,79.6,576.3,1062.4,355.0,1219.9,701.7,980.0,543.1,347.1,1312.0,546.9,986.3,1487.0,327.5,1352.8,1032.6,1041.9,1715.2,429.6,234.9,2421.3,501.2,541.4,638.9,559.1,322.6,377.1,1391.1,1035.0,1378.8,783.4,1276.3,2168.5,1047.2,473.0,341.0
C122,662.2,506.1,847.2,1685.9,857.5,555.2,1021.8,2327.8,460.3,1208.6,1081.1,1140.3,828.6,594.9,974.6,558.3,709.2,790.6,1479.2,382.9,840.1,799.0,2459.3,939.9,742.0,774.6,668.3,668.1,1161.0,742.6,1210.4,1914.4,1054.7,1196.5,1294.2,855.6,1724.3,821.6,891.5,652.7,873.5,757.2,1278.1,802.2,560.8,668.3,2502.0,1180.6,1818.0,2093.2,516.4,346.3,623.2,572.6,2039.4,1166.9,843.5,773.0,1893.3,1408.2,544.9,858.5,1816.2,610.7,542.1,1001.0,1328.6,1173.4,720.5,1022.2,910.5,1684.1,759.8,668.5,1134.3,637.6,640.7,936.5,670.6,1315.2,491.5,821.0,577.1,803.1,541.6,1654.3,277.0,1373.7,642.8,1763.5,775.5,865.3,1635.8,1757.4,335.8,1333.7,663.3,487.9,651.5,694.4,760.2,1725.0,1631.8,1742.8,2203.8,967.4,572.5,994.8,536.4,495.8,387.4,907.6,849.9,783.6,1217.4,386.2,1244.4,1398.8,553.5,336.2,1870.9,492.8,0.0,1645.9,681.3,1639.2,568.2,690.2,1680.5,1734.4,694.2,728.7,603.0,1392.0,48.3,1259.1,986.1,1644.6,1555.5,1101.0,624.5,990.1,643.4,946.1,1077.6,495.6,712.5,1280.2,491.2,1418.0,837.9,1197.8,777.0,564.9,1609.2,683.1,1283.5,1704.8,673.2,1650.0,1230.7,1276.0,2012.4,565.8,551.5,2639.1,637.4,437.9,775.1,695.3,458.8,626.9,1688.3,1233.1,1676.0,919.6,1573.5,2386.3,1245.3,346.7,624.7
C123,1320.7,1757.3,1929.6,1042.0,1939.9,1693.2,2104.2,2668.1,1376.6,1847.9,1711.3,2150.6,1911.0,1136.4,1743.0,1303.8,1320.2,1672.7,2193.7,1725.8,1498.6,1881.4,2799.6,1729.0,1400.5,1857.0,1326.8,1255.7,1791.2,1202.9,1924.9,941.6,2137.1,1855.0,1960.3,1253.0,2354.5,1904.0,1347.7,1735.1,1955.9,1256.1,1908.3,1386.2,1328.6,1326.8,2842.3,1810.8,2448.2,2723.4,1910.2,1753.4,2077.0,1268.8,1066.6,1797.1,1502.0,1431.5,2523.5,323.5,1482.0,1517.0,2446.4,1536.0,1648.3,1833.2,448.4,1803.6,1379.0,1510.6,1869.5,190.4,1842.2,1279.5,1764.5,1279.8,1470.8,1808.8,1155.1,1945.4,1573.9,1688.2,1514.2,1885.5,1327.9,8.4,1684.1,2003.9,1923.3,2393.7,1434.0,1947.7,2266.0,2387.6,1678.7,1963.9,1274.7,1749.7,1310.0,1776.8,1842.6,2355.2,14.1,2373.0,2544.1,2049.8,1284.3,1827.0,1699.5,1578.2,1573.9,1537.8,1932.3,1866.0,1875.9,1793.3,1874.6,2029.0,1635.9,1483.9,2501.1,1370.8,1624.2,0.0,1763.7,6.7,1970.2,1772.6,2310.7,2364.6,1776.6,1811.1,1733.7,2027.3,1672.5,1981.1,2068.5,2274.8,911.6,2183.4,1706.9,1763.8,1974.8,2028.5,2068.5,1379.0,1794.9,1910.4,1573.6,2116.5,1888.7,1828.0,1557.6,1162.1,965.3,1765.5,1171.0,2335.0,1610.3,4.1,1944.4,1934.5,1039.6,1648.2,1223.0,2979.4,1719.8,1758.0,1806.8,1777.7,1541.2,1165.0,1044.4,1943.9,568.9,1893.1,929.6,2726.6,1979.0,1689.6,1583.7
C124,778.3,376.0,431.3,1801.8,441.6,270.5,698.1,2325.1,556.8,1091.8,1134.9,790.7,412.7,691.4,823.0,668.1,825.3,667.0,1266.4,736.8,956.2,416.9,2456.6,764.7,809.8,446.5,784.4,784.2,1135.4,839.1,983.5,2030.3,699.6,1034.8,1046.9,952.1,1721.6,405.7,988.0,451.4,441.4,868.1,1231.1,918.3,676.9,743.8,2499.3,1225.8,1815.3,2090.5,315.9,490.8,681.9,688.7,2155.3,1212.1,906.0,889.1,1890.6,1524.1,641.4,974.6,1813.5,509.0,810.5,778.9,1444.5,1289.5,836.6,1138.3,1069.0,1800.0,470.1,784.6,1108.7,753.7,737.2,705.7,767.1,1360.4,377.1,719.5,673.6,371.0,657.7,1770.2,463.4,1128.7,203.5,1760.8,891.6,449.4,1633.1,1754.7,689.7,1088.7,779.4,447.8,740.0,594.2,481.2,1722.3,1747.7,1740.1,2201.1,551.5,669.0,785.1,234.3,274.0,584.9,1023.7,515.9,351.5,1045.3,455.9,1360.5,1315.4,317.0,511.2,1868.2,589.3,635.2,1761.8,0.0,1755.1,267.0,186.2,1677.8,1731.7,594.0,312.8,174.4,1144.7,683.5,1011.8,554.0,1641.9,1671.4,685.1,413.2,839.1,255.0,530.2,812.7,592.1,301.1,1350.7,429.6,1170.7,572.3,1313.9,629.9,681.0,1725.1,582.9,1399.4,1702.1,769.7,1765.9,983.4,1035.2,2128.3,133.7,648.0,2636.4,201.3,471.0,616.1,279.4,369.6,743.0,1804.2,985.8,1791.9,692.0,1689.4,2383.6,998.0,700.6,783.2
